[2026-07-14T17:18:20.117Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-14T17:18:20.122Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-14T17:18:20.123Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-14T17:18:20.125Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-14T17:18:20.126Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-14T17:18:20.127Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-14T17:18:20.131Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-14T17:18:20.132Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-14T17:18:20.135Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-15T00:37:21.461Z] [INFO] Worker map completed in 78ms
[2026-07-15T00:37:21.479Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T00:37:21.518Z] [INFO] Starting worker: optimize (2/2 concurrent)
[2026-07-15T00:37:21.535Z] [INFO] Starting worker: audit (3/2 concurrent)
[2026-07-15T00:37:21.544Z] [INFO] Starting worker: map (4/2 concurrent)
[2026-07-15T00:37:21.553Z] [INFO] Starting worker: audit (4/2 concurrent)
[2026-07-15T00:37:21.557Z] [INFO] Worker testgaps completed in 87ms
[2026-07-15T00:37:21.564Z] [INFO] Worker optimize completed in 79ms
[2026-07-15T00:37:21.571Z] [INFO] Worker audit completed in 45ms
[2026-07-15T00:37:21.579Z] [INFO] Worker map completed in 40ms
[2026-07-15T00:37:21.586Z] [INFO] Worker audit completed in 38ms
[2026-07-15T00:37:21.597Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T00:37:21.609Z] [INFO] Starting worker: consolidate (2/2 concurrent)
[2026-07-15T00:37:21.619Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T00:37:21.653Z] [INFO] Starting worker: testgaps (3/2 concurrent)
[2026-07-15T00:37:21.662Z] [INFO] Starting worker: audit (4/2 concurrent)
[2026-07-15T00:37:21.670Z] [INFO] Starting worker: map (5/2 concurrent)
[2026-07-15T00:37:21.685Z] [INFO] Worker optimize completed in 93ms
[2026-07-15T00:37:21.711Z] [INFO] Worker consolidate completed in 109ms
[2026-07-15T00:37:21.724Z] [INFO] Worker testgaps completed in 90ms
[2026-07-15T00:37:21.737Z] [INFO] Worker audit completed in 79ms
[2026-07-15T00:37:21.743Z] [INFO] Worker map completed in 77ms
[2026-07-15T00:40:21.193Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T00:40:21.197Z] [INFO] Worker audit completed in 8ms
[2026-07-15T00:46:20.687Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T00:46:20.692Z] [INFO] Worker testgaps completed in 21ms
[2026-07-15T00:48:20.724Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T00:48:20.727Z] [INFO] Worker map completed in 8ms
[2026-07-15T00:50:21.210Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T00:50:21.212Z] [INFO] Worker audit completed in 4ms
[2026-07-15T00:52:20.883Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T00:52:20.887Z] [INFO] Worker optimize completed in 28ms
[2026-07-15T00:54:20.425Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T00:54:20.426Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T00:54:20.428Z] [INFO] Worker consolidate completed in 6ms
[2026-07-15T01:00:21.228Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T01:00:21.229Z] [INFO] Worker audit completed in 4ms
[2026-07-15T01:03:20.745Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T01:03:20.747Z] [INFO] Worker map completed in 4ms
[2026-07-15T01:06:20.714Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T01:06:20.715Z] [INFO] Worker testgaps completed in 4ms
[2026-07-15T01:07:20.895Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T01:07:20.897Z] [INFO] Worker optimize completed in 4ms
[2026-07-15T01:10:21.243Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T01:10:21.245Z] [INFO] Worker audit completed in 5ms
[2026-07-15T01:18:20.764Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T01:18:20.766Z] [INFO] Worker map completed in 5ms
[2026-07-15T01:20:21.265Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T01:20:21.267Z] [INFO] Worker audit completed in 5ms
[2026-07-15T01:22:20.911Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T01:22:20.913Z] [INFO] Worker optimize completed in 5ms
[2026-07-15T01:24:20.440Z] [INFO] Worker consolidate deferred: Memory too low: 8.1% free
[2026-07-15T01:26:20.729Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T01:26:20.732Z] [INFO] Worker testgaps completed in 6ms
[2026-07-15T01:26:20.739Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T01:26:20.740Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T01:26:20.742Z] [INFO] Worker consolidate completed in 5ms
[2026-07-15T01:30:21.274Z] [INFO] Worker audit deferred: Memory too low: 9.2% free
[2026-07-15T01:33:20.781Z] [INFO] Worker map deferred: Memory too low: 9.7% free
[2026-07-15T01:37:20.919Z] [INFO] Worker optimize deferred: Memory too low: 7.8% free
[2026-07-15T01:40:21.278Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T01:46:20.739Z] [INFO] Worker testgaps deferred: Memory too low: 5.7% free
[2026-07-15T01:48:20.787Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T01:50:21.292Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T01:52:20.928Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T01:54:20.456Z] [INFO] Worker consolidate deferred: Memory too low: 5.9% free
[2026-07-15T02:00:21.297Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:03:20.797Z] [INFO] Worker map deferred: Memory too low: 6.4% free
[2026-07-15T02:06:20.750Z] [INFO] Worker testgaps deferred: Memory too low: 4.5% free
[2026-07-15T02:07:20.944Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T02:10:21.302Z] [INFO] Worker audit deferred: Memory too low: 2.5% free
[2026-07-15T02:18:20.808Z] [INFO] Worker map deferred: Memory too low: 4.7% free
[2026-07-15T02:20:21.313Z] [INFO] Worker audit deferred: Memory too low: 5.9% free
[2026-07-15T02:22:20.955Z] [INFO] Worker optimize deferred: Memory too low: 5.8% free
[2026-07-15T02:24:20.468Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T02:24:20.470Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T02:24:20.472Z] [INFO] Worker consolidate completed in 7ms
[2026-07-15T02:24:20.475Z] [INFO] Worker audit deferred: Memory too low: 9.9% free
[2026-07-15T02:24:50.490Z] [INFO] Worker map deferred: Memory too low: 9.2% free
[2026-07-15T02:25:20.497Z] [INFO] Worker optimize deferred: Memory too low: 8.4% free
[2026-07-15T02:25:50.515Z] [INFO] Worker audit deferred: Memory too low: 9.1% free
[2026-07-15T02:26:20.530Z] [INFO] Worker testgaps deferred: Memory too low: 9.8% free
[2026-07-15T02:26:20.766Z] [INFO] Starting worker: testgaps (1/2 concurrent)
[2026-07-15T02:26:20.769Z] [INFO] Worker testgaps completed in 6ms
[2026-07-15T02:26:20.774Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T02:26:20.777Z] [INFO] Worker map completed in 5ms
[2026-07-15T02:26:20.782Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T02:26:20.786Z] [INFO] Starting worker: optimize (2/2 concurrent)
[2026-07-15T02:26:20.789Z] [INFO] Worker audit completed in 9ms
[2026-07-15T02:26:20.792Z] [INFO] Worker optimize completed in 7ms
[2026-07-15T02:26:20.797Z] [INFO] Starting worker: consolidate (1/2 concurrent)
[2026-07-15T02:26:20.799Z] [INFO] Consolidate worker: distillation skipped (no-db)
[2026-07-15T02:26:20.803Z] [INFO] Starting worker: audit (2/2 concurrent)
[2026-07-15T02:26:20.807Z] [INFO] Starting worker: map (3/2 concurrent)
[2026-07-15T02:26:20.812Z] [INFO] Starting worker: testgaps (4/2 concurrent)
[2026-07-15T02:26:20.815Z] [INFO] Worker consolidate completed in 19ms
[2026-07-15T02:26:20.818Z] [INFO] Worker audit completed in 17ms
[2026-07-15T02:26:20.821Z] [INFO] Worker map completed in 16ms
[2026-07-15T02:26:20.825Z] [INFO] Worker testgaps completed in 15ms
[2026-07-15T02:26:20.831Z] [INFO] Starting worker: optimize (1/2 concurrent)
[2026-07-15T02:26:20.835Z] [INFO] Starting worker: audit (2/2 concurrent)
[2026-07-15T02:26:20.839Z] [INFO] Starting worker: map (3/2 concurrent)
[2026-07-15T02:26:20.844Z] [INFO] Starting worker: audit (3/2 concurrent)
[2026-07-15T02:26:20.848Z] [INFO] Starting worker: optimize (3/2 concurrent)
[2026-07-15T02:26:20.851Z] [INFO] Worker optimize completed in 22ms
[2026-07-15T02:26:20.855Z] [INFO] Worker audit completed in 22ms
[2026-07-15T02:26:20.859Z] [INFO] Worker map completed in 22ms
[2026-07-15T02:26:20.861Z] [INFO] Worker audit completed in 19ms
[2026-07-15T02:26:20.865Z] [INFO] Worker optimize completed in 19ms
[2026-07-15T02:26:20.868Z] [INFO] Worker audit deferred: Memory too low: 9.8% free
[2026-07-15T02:26:20.869Z] [INFO] Worker map deferred: Memory too low: 9.8% free
[2026-07-15T02:26:20.870Z] [INFO] Worker optimize deferred: Memory too low: 9.8% free
[2026-07-15T02:26:20.871Z] [INFO] Worker audit deferred: Memory too low: 9.8% free
[2026-07-15T02:26:20.874Z] [INFO] Worker testgaps deferred: Memory too low: 9.8% free
[2026-07-15T02:26:50.545Z] [INFO] Starting worker: audit (1/2 concurrent)
[2026-07-15T02:26:50.548Z] [INFO] Worker audit completed in 6ms
[2026-07-15T02:26:50.556Z] [INFO] Starting worker: map (1/2 concurrent)
[2026-07-15T02:26:50.558Z] [INFO] Worker optimize deferred: Memory too low: 10.0% free
[2026-07-15T02:26:50.560Z] [INFO] Worker map completed in 8ms
[2026-07-15T02:26:50.563Z] [INFO] Worker audit deferred: Memory too low: 9.9% free
[2026-07-15T02:26:50.564Z] [INFO] Worker testgaps deferred: Memory too low: 9.9% free
[2026-07-15T02:26:50.884Z] [INFO] Worker optimize deferred: Memory too low: 9.6% free
[2026-07-15T02:26:50.885Z] [INFO] Worker audit deferred: Memory too low: 9.6% free
[2026-07-15T02:26:50.886Z] [INFO] Worker testgaps deferred: Memory too low: 9.6% free
[2026-07-15T02:26:50.886Z] [INFO] Worker optimize deferred: Memory too low: 9.6% free
[2026-07-15T02:26:50.887Z] [INFO] Worker audit deferred: Memory too low: 9.6% free
[2026-07-15T02:27:20.566Z] [INFO] Worker testgaps deferred: Memory too low: 8.8% free
[2026-07-15T02:27:20.568Z] [INFO] Worker optimize deferred: Memory too low: 8.9% free
[2026-07-15T02:27:20.892Z] [INFO] Worker audit deferred: Memory too low: 9.8% free
[2026-07-15T02:27:20.893Z] [INFO] Worker testgaps deferred: Memory too low: 9.8% free
[2026-07-15T02:27:20.894Z] [INFO] Worker optimize deferred: Memory too low: 9.8% free
[2026-07-15T02:27:20.895Z] [INFO] Worker audit deferred: Memory too low: 9.8% free
[2026-07-15T02:27:20.896Z] [INFO] Worker testgaps deferred: Memory too low: 9.8% free
[2026-07-15T02:27:50.573Z] [INFO] Worker optimize deferred: Memory too low: 8.6% free
[2026-07-15T02:27:50.575Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-15T02:27:50.897Z] [INFO] Worker testgaps deferred: Memory too low: 8.6% free
[2026-07-15T02:27:50.898Z] [INFO] Worker optimize deferred: Memory too low: 8.6% free
[2026-07-15T02:27:50.899Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-15T02:27:50.899Z] [INFO] Worker testgaps deferred: Memory too low: 8.6% free
[2026-07-15T02:27:50.899Z] [INFO] Worker optimize deferred: Memory too low: 8.6% free
[2026-07-15T02:28:20.579Z] [INFO] Worker audit deferred: Memory too low: 10.0% free
[2026-07-15T02:28:20.581Z] [INFO] Worker testgaps deferred: Memory too low: 10.0% free
[2026-07-15T02:28:20.906Z] [INFO] Worker optimize deferred: Memory too low: 9.9% free
[2026-07-15T02:28:20.907Z] [INFO] Worker audit deferred: Memory too low: 9.9% free
[2026-07-15T02:28:20.908Z] [INFO] Worker testgaps deferred: Memory too low: 9.8% free
[2026-07-15T02:28:20.908Z] [INFO] Worker optimize deferred: Memory too low: 9.8% free
[2026-07-15T02:28:20.909Z] [INFO] Worker audit deferred: Memory too low: 9.8% free
[2026-07-15T02:28:50.585Z] [INFO] Worker testgaps deferred: Memory too low: 8.2% free
[2026-07-15T02:28:50.586Z] [INFO] Worker optimize deferred: Memory too low: 8.2% free
[2026-07-15T02:28:50.911Z] [INFO] Worker audit deferred: Memory too low: 8.2% free
[2026-07-15T02:28:50.912Z] [INFO] Worker testgaps deferred: Memory too low: 8.1% free
[2026-07-15T02:28:50.913Z] [INFO] Worker optimize deferred: Memory too low: 8.1% free
[2026-07-15T02:28:50.913Z] [INFO] Worker audit deferred: Memory too low: 8.1% free
[2026-07-15T02:28:50.914Z] [INFO] Worker testgaps deferred: Memory too low: 8.1% free
[2026-07-15T02:29:20.591Z] [INFO] Worker optimize deferred: Memory too low: 7.9% free
[2026-07-15T02:29:20.593Z] [INFO] Worker audit deferred: Memory too low: 7.9% free
[2026-07-15T02:29:20.919Z] [INFO] Worker testgaps deferred: Memory too low: 7.9% free
[2026-07-15T02:29:20.920Z] [INFO] Worker optimize deferred: Memory too low: 7.9% free
[2026-07-15T02:29:20.921Z] [INFO] Worker audit deferred: Memory too low: 7.9% free
[2026-07-15T02:29:20.921Z] [INFO] Worker testgaps deferred: Memory too low: 7.9% free
[2026-07-15T02:29:20.922Z] [INFO] Worker optimize deferred: Memory too low: 7.9% free
[2026-07-15T02:29:50.595Z] [INFO] Worker audit deferred: Memory too low: 8.1% free
[2026-07-15T02:29:50.596Z] [INFO] Worker testgaps deferred: Memory too low: 8.1% free
[2026-07-15T02:29:50.925Z] [INFO] Worker optimize deferred: Memory too low: 8.2% free
[2026-07-15T02:29:50.926Z] [INFO] Worker audit deferred: Memory too low: 8.2% free
[2026-07-15T02:29:50.927Z] [INFO] Worker testgaps deferred: Memory too low: 8.2% free
[2026-07-15T02:29:50.927Z] [INFO] Worker optimize deferred: Memory too low: 8.2% free
[2026-07-15T02:29:50.928Z] [INFO] Worker audit deferred: Memory too low: 8.2% free
[2026-07-15T02:30:20.610Z] [INFO] Worker testgaps deferred: Memory too low: 9.4% free
[2026-07-15T02:30:20.611Z] [INFO] Worker optimize deferred: Memory too low: 9.4% free
[2026-07-15T02:30:20.936Z] [INFO] Worker audit deferred: Memory too low: 9.3% free
[2026-07-15T02:30:20.937Z] [INFO] Worker testgaps deferred: Memory too low: 9.4% free
[2026-07-15T02:30:20.938Z] [INFO] Worker optimize deferred: Memory too low: 9.4% free
[2026-07-15T02:30:20.938Z] [INFO] Worker audit deferred: Memory too low: 9.4% free
[2026-07-15T02:30:20.939Z] [INFO] Worker testgaps deferred: Memory too low: 9.4% free
[2026-07-15T02:30:21.324Z] [INFO] Worker audit deferred: Memory too low: 8.7% free
[2026-07-15T02:30:50.619Z] [INFO] Worker optimize deferred: Memory too low: 6.8% free
[2026-07-15T02:30:50.620Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:30:50.943Z] [INFO] Worker testgaps deferred: Memory too low: 6.7% free
[2026-07-15T02:30:50.944Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:30:50.945Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T02:30:50.946Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:30:50.947Z] [INFO] Worker testgaps deferred: Memory too low: 6.7% free
[2026-07-15T02:31:20.628Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T02:31:20.629Z] [INFO] Worker optimize deferred: Memory too low: 7.6% free
[2026-07-15T02:31:20.956Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T02:31:20.957Z] [INFO] Worker testgaps deferred: Memory too low: 7.6% free
[2026-07-15T02:31:20.958Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T02:31:20.958Z] [INFO] Worker optimize deferred: Memory too low: 7.6% free
[2026-07-15T02:31:20.959Z] [INFO] Worker audit deferred: Memory too low: 7.5% free
[2026-07-15T02:31:50.632Z] [INFO] Worker testgaps deferred: Memory too low: 8.7% free
[2026-07-15T02:31:50.633Z] [INFO] Worker audit deferred: Memory too low: 8.7% free
[2026-07-15T02:31:50.971Z] [INFO] Worker optimize deferred: Memory too low: 8.7% free
[2026-07-15T02:31:50.972Z] [INFO] Worker audit deferred: Memory too low: 8.7% free
[2026-07-15T02:31:50.973Z] [INFO] Worker testgaps deferred: Memory too low: 8.7% free
[2026-07-15T02:31:50.973Z] [INFO] Worker audit deferred: Memory too low: 8.7% free
[2026-07-15T02:31:50.974Z] [INFO] Worker optimize deferred: Memory too low: 8.7% free
[2026-07-15T02:32:20.636Z] [INFO] Worker audit deferred: Memory too low: 7.1% free
[2026-07-15T02:32:20.637Z] [INFO] Worker testgaps deferred: Memory too low: 7.1% free
[2026-07-15T02:32:20.974Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:32:20.975Z] [INFO] Worker optimize deferred: Memory too low: 6.6% free
[2026-07-15T02:32:20.976Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:32:20.976Z] [INFO] Worker testgaps deferred: Memory too low: 6.6% free
[2026-07-15T02:32:20.990Z] [INFO] Worker audit deferred: Memory too low: 6.5% free
[2026-07-15T02:32:50.650Z] [INFO] Worker optimize deferred: Memory too low: 7.7% free
[2026-07-15T02:32:50.652Z] [INFO] Worker audit deferred: Memory too low: 7.7% free
[2026-07-15T02:32:50.976Z] [INFO] Worker testgaps deferred: Memory too low: 7.7% free
[2026-07-15T02:32:50.977Z] [INFO] Worker audit deferred: Memory too low: 7.7% free
[2026-07-15T02:32:50.992Z] [INFO] Worker optimize deferred: Memory too low: 7.5% free
[2026-07-15T02:32:50.993Z] [INFO] Worker audit deferred: Memory too low: 7.5% free
[2026-07-15T02:32:50.993Z] [INFO] Worker testgaps deferred: Memory too low: 7.5% free
[2026-07-15T02:33:20.662Z] [INFO] Worker audit deferred: Memory too low: 7.9% free
[2026-07-15T02:33:20.663Z] [INFO] Worker optimize deferred: Memory too low: 7.8% free
[2026-07-15T02:33:20.820Z] [INFO] Worker map deferred: Memory too low: 9.3% free
[2026-07-15T02:33:20.990Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T02:33:20.991Z] [INFO] Worker testgaps deferred: Memory too low: 7.5% free
[2026-07-15T02:33:21.005Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T02:33:21.006Z] [INFO] Worker optimize deferred: Memory too low: 7.4% free
[2026-07-15T02:33:21.008Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T02:33:50.670Z] [INFO] Worker audit deferred: Memory too low: 7.7% free
[2026-07-15T02:33:50.671Z] [INFO] Worker testgaps deferred: Memory too low: 7.7% free
[2026-07-15T02:33:50.997Z] [INFO] Worker audit deferred: Memory too low: 7.9% free
[2026-07-15T02:33:50.998Z] [INFO] Worker optimize deferred: Memory too low: 7.9% free
[2026-07-15T02:33:51.013Z] [INFO] Worker map deferred: Memory too low: 7.8% free
[2026-07-15T02:33:51.014Z] [INFO] Worker audit deferred: Memory too low: 7.8% free
[2026-07-15T02:33:51.014Z] [INFO] Worker testgaps deferred: Memory too low: 7.9% free
[2026-07-15T02:34:20.674Z] [INFO] Worker audit deferred: Memory too low: 8.9% free
[2026-07-15T02:34:20.675Z] [INFO] Worker optimize deferred: Memory too low: 8.9% free
[2026-07-15T02:34:21.002Z] [INFO] Worker map deferred: Memory too low: 8.7% free
[2026-07-15T02:34:21.003Z] [INFO] Worker audit deferred: Memory too low: 8.7% free
[2026-07-15T02:34:21.018Z] [INFO] Worker testgaps deferred: Memory too low: 8.5% free
[2026-07-15T02:34:21.019Z] [INFO] Worker audit deferred: Memory too low: 8.5% free
[2026-07-15T02:34:21.020Z] [INFO] Worker optimize deferred: Memory too low: 8.5% free
[2026-07-15T02:34:50.689Z] [INFO] Worker map deferred: Memory too low: 9.1% free
[2026-07-15T02:34:50.691Z] [INFO] Worker audit deferred: Memory too low: 9.1% free
[2026-07-15T02:34:51.016Z] [INFO] Worker testgaps deferred: Memory too low: 9.2% free
[2026-07-15T02:34:51.017Z] [INFO] Worker audit deferred: Memory too low: 9.2% free
[2026-07-15T02:34:51.032Z] [INFO] Worker optimize deferred: Memory too low: 9.0% free
[2026-07-15T02:34:51.033Z] [INFO] Worker map deferred: Memory too low: 9.0% free
[2026-07-15T02:34:51.034Z] [INFO] Worker audit deferred: Memory too low: 9.0% free
[2026-07-15T02:35:20.705Z] [INFO] Worker testgaps deferred: Memory too low: 8.2% free
[2026-07-15T02:35:20.706Z] [INFO] Worker audit deferred: Memory too low: 8.3% free
[2026-07-15T02:35:21.017Z] [INFO] Worker optimize deferred: Memory too low: 6.4% free
[2026-07-15T02:35:21.019Z] [INFO] Worker map deferred: Memory too low: 6.6% free
[2026-07-15T02:35:21.048Z] [INFO] Worker audit deferred: Memory too low: 8.2% free
[2026-07-15T02:35:21.049Z] [INFO] Worker testgaps deferred: Memory too low: 8.2% free
[2026-07-15T02:35:21.050Z] [INFO] Worker audit deferred: Memory too low: 8.2% free
[2026-07-15T02:35:50.721Z] [INFO] Worker optimize deferred: Memory too low: 7.5% free
[2026-07-15T02:35:50.723Z] [INFO] Worker map deferred: Memory too low: 7.5% free
[2026-07-15T02:35:51.032Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:35:51.034Z] [INFO] Worker testgaps deferred: Memory too low: 7.0% free
[2026-07-15T02:35:51.064Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:35:51.066Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T02:35:51.067Z] [INFO] Worker map deferred: Memory too low: 6.7% free
[2026-07-15T02:36:20.726Z] [INFO] Worker audit deferred: Memory too low: 8.5% free
[2026-07-15T02:36:20.729Z] [INFO] Worker testgaps deferred: Memory too low: 8.5% free
[2026-07-15T02:36:21.036Z] [INFO] Worker audit deferred: Memory too low: 8.3% free
[2026-07-15T02:36:21.038Z] [INFO] Worker optimize deferred: Memory too low: 8.4% free
[2026-07-15T02:36:21.067Z] [INFO] Worker map deferred: Memory too low: 8.6% free
[2026-07-15T02:36:21.068Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-15T02:36:21.069Z] [INFO] Worker testgaps deferred: Memory too low: 8.6% free
[2026-07-15T02:36:50.734Z] [INFO] Worker audit deferred: Memory too low: 7.7% free
[2026-07-15T02:36:50.735Z] [INFO] Worker optimize deferred: Memory too low: 7.7% free
[2026-07-15T02:36:51.044Z] [INFO] Worker map deferred: Memory too low: 7.0% free
[2026-07-15T02:36:51.045Z] [INFO] Worker audit deferred: Memory too low: 6.9% free
[2026-07-15T02:36:51.076Z] [INFO] Worker testgaps deferred: Memory too low: 6.6% free
[2026-07-15T02:36:51.077Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:36:51.078Z] [INFO] Worker optimize deferred: Memory too low: 6.6% free
[2026-07-15T02:37:20.748Z] [INFO] Worker map deferred: Memory too low: 7.0% free
[2026-07-15T02:37:20.749Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:37:20.967Z] [INFO] Worker optimize deferred: Memory too low: 7.9% free
[2026-07-15T02:37:21.060Z] [INFO] Worker testgaps deferred: Memory too low: 7.1% free
[2026-07-15T02:37:21.061Z] [INFO] Worker audit deferred: Memory too low: 7.1% free
[2026-07-15T02:37:21.090Z] [INFO] Worker optimize deferred: Memory too low: 6.8% free
[2026-07-15T02:37:21.092Z] [INFO] Worker map deferred: Memory too low: 6.8% free
[2026-07-15T02:37:21.092Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T02:37:50.754Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T02:37:50.755Z] [INFO] Worker testgaps deferred: Memory too low: 6.9% free
[2026-07-15T02:37:51.066Z] [INFO] Worker audit deferred: Memory too low: 7.3% free
[2026-07-15T02:37:51.067Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T02:37:51.098Z] [INFO] Worker map deferred: Memory too low: 7.1% free
[2026-07-15T02:37:51.099Z] [INFO] Worker audit deferred: Memory too low: 7.1% free
[2026-07-15T02:37:51.100Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:38:20.756Z] [INFO] Worker testgaps deferred: Memory too low: 7.4% free
[2026-07-15T02:38:20.757Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T02:38:21.069Z] [INFO] Worker optimize deferred: Memory too low: 7.5% free
[2026-07-15T02:38:21.070Z] [INFO] Worker map deferred: Memory too low: 7.5% free
[2026-07-15T02:38:21.114Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T02:38:21.115Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T02:38:21.116Z] [INFO] Worker testgaps deferred: Memory too low: 7.0% free
[2026-07-15T02:38:50.770Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T02:38:50.771Z] [INFO] Worker optimize deferred: Memory too low: 6.6% free
[2026-07-15T02:38:51.083Z] [INFO] Worker map deferred: Memory too low: 6.9% free
[2026-07-15T02:38:51.084Z] [INFO] Worker audit deferred: Memory too low: 6.9% free
[2026-07-15T02:38:51.130Z] [INFO] Worker optimize deferred: Memory too low: 6.5% free
[2026-07-15T02:38:51.131Z] [INFO] Worker testgaps deferred: Memory too low: 6.4% free
[2026-07-15T02:38:51.132Z] [INFO] Worker audit deferred: Memory too low: 6.4% free
[2026-07-15T02:39:20.779Z] [INFO] Worker optimize deferred: Memory too low: 6.4% free
[2026-07-15T02:39:20.780Z] [INFO] Worker map deferred: Memory too low: 6.4% free
[2026-07-15T02:39:21.091Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T02:39:21.092Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T02:39:21.137Z] [INFO] Worker testgaps deferred: Memory too low: 6.1% free
[2026-07-15T02:39:21.138Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-15T02:39:21.139Z] [INFO] Worker optimize deferred: Memory too low: 6.1% free
[2026-07-15T02:39:50.783Z] [INFO] Worker map deferred: Memory too low: 7.2% free
[2026-07-15T02:39:50.784Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T02:39:51.093Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
